Data;Produto;UnidadesProduzidas
2024-09-20 02:00:00;Produto A;99
2024-12-17 18:00:00;Produto A;6
2024-03-15 12:00:00;Produto B;60
2024-11-03 06:00:00;Produto A;45
2024-06-03 04:00:00;Produto B;44
2024-06-11 05:00:00;Produto A;83
2024-10-10 19:00:00;Produto C;18
2024-04-21 15:00:00;Produto A;65
2024-06-11 16:00:00;Produto C;25
2024-10-29 12:00:00;Produto A;27
2024-01-22 00:00:00;Produto A;7
2024-10-09 05:00:00;Produto B;44
2024-06-08 00:00:00;Produto A;29
2024-01-30 21:00:00;Produto A;95
2024-07-03 18:00:00;Produto C;44
2024-01-28 10:00:00;Produto A;36
2024-07-29 17:00:00;Produto B;19
2024-06-16 00:00:00;Produto C;6
2024-07-27 02:00:00;Produto B;25
2024-06-25 10:00:00;Produto B;31
2024-06-05 20:00:00;Produto B;9
2024-07-12 05:00:00;Produto B;84
2024-03-28 16:00:00;Produto C;74
2024-10-10 09:00:00;Produto A;37
2024-12-23 07:00:00;Produto B;27
2024-04-18 15:00:00;Produto C;13
2024-12-15 09:00:00;Produto B;41
2024-06-03 23:00:00;Produto A;66
2024-04-17 13:00:00;Produto C;85
2024-04-16 21:00:00;Produto C;97
2024-04-25 03:00:00;Produto A;24
2024-09-20 16:00:00;Produto C;44
2024-09-06 15:00:00;Produto A;98
2024-05-21 22:00:00;Produto C;60
2024-07-18 04:00:00;Produto C;9
2024-06-23 01:00:00;Produto A;2
2024-09-26 20:00:00;Produto A;56
2024-04-18 12:00:00;Produto C;30
2024-12-06 21:00:00;Produto C;22
2024-04-09 06:00:00;Produto A;75
2024-01-23 03:00:00;Produto A;81
2024-09-10 07:00:00;Produto C;13
2024-01-27 10:00:00;Produto C;71
2024-01-01 02:00:00;Produto C;16
2024-12-15 21:00:00;Produto A;97
2024-09-04 23:00:00;Produto C;45
2024-08-22 10:00:00;Produto B;65
2024-11-18 11:00:00;Produto A;11
2024-09-07 03:00:00;Produto C;70
2024-04-30 10:00:00;Produto A;20
2024-09-16 23:00:00;Produto B;99
2024-11-30 10:00:00;Produto A;63
2024-05-17 18:00:00;Produto C;90
2024-02-07 09:00:00;Produto B;12
2024-01-28 22:00:00;Produto B;62
2024-10-30 19:00:00;Produto C;94
2024-03-03 17:00:00;Produto C;92
2024-09-26 04:00:00;Produto C;91
2024-08-03 07:00:00;Produto A;42
2024-08-06 23:00:00;Produto A;83
2024-01-11 09:00:00;Produto A;69
2024-09-26 01:00:00;Produto C;58
2024-03-19 20:00:00;Produto C;5
2024-05-23 07:00:00;Produto A;27
2024-04-28 22:00:00;Produto B;28
2024-06-07 00:00:00;Produto A;26
2024-08-10 02:00:00;Produto B;91
2024-11-23 23:00:00;Produto C;49
2024-12-09 03:00:00;Produto C;21
2024-05-30 12:00:00;Produto A;1
2024-04-19 02:00:00;Produto A;92
2024-07-13 22:00:00;Produto C;58
2024-05-11 19:00:00;Produto A;79
2024-05-02 14:00:00;Produto C;55
2024-12-16 11:00:00;Produto C;81
2024-03-21 05:00:00;Produto B;26
2024-05-03 20:00:00;Produto A;84
2024-02-11 06:00:00;Produto C;25
2024-03-16 12:00:00;Produto A;77
2024-01-21 09:00:00;Produto B;33
2024-09-01 20:00:00;Produto B;89
2024-05-31 21:00:00;Produto A;72
2024-10-22 01:00:00;Produto A;69
2024-04-30 11:00:00;Produto C;6
2024-05-26 12:00:00;Produto B;23
2024-05-19 04:00:00;Produto B;30
2024-09-24 02:00:00;Produto B;78
2024-01-03 05:00:00;Produto A;54
2024-04-17 07:00:00;Produto C;87
2024-01-26 15:00:00;Produto A;11
2024-09-04 16:00:00;Produto A;31
2024-11-04 12:00:00;Produto A;6
2024-02-09 18:00:00;Produto C;11
2024-03-08 21:00:00;Produto A;77
2024-10-12 19:00:00;Produto B;12
2024-05-16 14:00:00;Produto B;66
2024-08-15 07:00:00;Produto B;53
2024-06-07 09:00:00;Produto C;99
2024-04-16 17:00:00;Produto A;36
2024-09-29 11:00:00;Produto C;17
2024-01-16 10:00:00;Produto A;28
2024-02-05 17:00:00;Produto B;92
2024-07-22 14:00:00;Produto A;22
2024-11-07 21:00:00;Produto A;7
2024-01-16 23:00:00;Produto A;15
2024-06-29 14:00:00;Produto C;96
2024-06-27 18:00:00;Produto A;11
2024-04-23 13:00:00;Produto A;24
2024-09-15 12:00:00;Produto A;67
2024-09-11 15:00:00;Produto C;30
2024-06-26 03:00:00;Produto C;70
2024-02-08 10:00:00;Produto C;66
2024-05-01 11:00:00;Produto A;61
2024-11-27 13:00:00;Produto B;78
2024-05-06 22:00:00;Produto B;41
2024-02-21 06:00:00;Produto B;82
2024-11-14 15:00:00;Produto A;51
2024-07-24 13:00:00;Produto B;44
2024-06-13 04:00:00;Produto B;95
2024-09-27 03:00:00;Produto B;13
2024-01-09 11:00:00;Produto A;90
2024-01-07 16:00:00;Produto B;12
2024-06-05 04:00:00;Produto B;82
2024-10-06 22:00:00;Produto A;9
2024-04-17 13:00:00;Produto C;85
2024-02-15 13:00:00;Produto B;48
2024-07-06 12:00:00;Produto C;49
2024-08-25 22:00:00;Produto B;53
2024-04-29 19:00:00;Produto A;56
2024-05-12 23:00:00;Produto C;40
2024-03-17 13:00:00;Produto C;24
2024-01-29 17:00:00;Produto C;98
2024-06-05 15:00:00;Produto C;72
2024-03-28 15:00:00;Produto B;33
2024-01-16 05:00:00;Produto B;23
2024-12-03 04:00:00;Produto C;77
2024-06-22 20:00:00;Produto B;54
2024-09-08 09:00:00;Produto C;53
2024-04-09 02:00:00;Produto C;49
2024-02-20 05:00:00;Produto A;78
2024-07-26 20:00:00;Produto C;78
2024-08-24 05:00:00;Produto B;80
2024-04-23 23:00:00;Produto C;49
2024-12-19 18:00:00;Produto A;60
2024-02-09 20:00:00;Produto B;90
2024-10-02 23:00:00;Produto A;90
2024-03-02 10:00:00;Produto A;65
2024-07-04 20:00:00;Produto C;32
2024-10-18 18:00:00;Produto A;79
2024-09-23 12:00:00;Produto A;21
2024-04-27 20:00:00;Produto B;18
2024-04-28 18:00:00;Produto A;94
2024-05-03 12:00:00;Produto C;60
2024-07-10 10:00:00;Produto C;13
2024-10-03 20:00:00;Produto C;24
2024-04-28 18:00:00;Produto A;30
2024-01-07 21:00:00;Produto B;2
2024-02-08 07:00:00;Produto C;83
2024-12-12 01:00:00;Produto A;25
2024-05-26 00:00:00;Produto C;50
2024-02-11 07:00:00;Produto C;14
2024-09-08 23:00:00;Produto B;6
2024-06-08 23:00:00;Produto C;76
2024-02-22 10:00:00;Produto B;84
2024-11-13 01:00:00;Produto A;87
2024-12-28 18:00:00;Produto C;30
2024-07-19 04:00:00;Produto A;30
2024-01-03 19:00:00;Produto A;38
2024-08-23 20:00:00;Produto A;58
2024-07-05 14:00:00;Produto C;94
2024-12-08 02:00:00;Produto B;41
2024-05-26 17:00:00;Produto C;94
2024-01-24 20:00:00;Produto A;57
2024-10-22 02:00:00;Produto B;36
2024-11-22 08:00:00;Produto A;64
2024-08-12 19:00:00;Produto B;98
2024-04-04 02:00:00;Produto C;16
2024-09-08 15:00:00;Produto B;88
2024-01-28 02:00:00;Produto C;78
2024-08-27 05:00:00;Produto A;90
2024-10-11 22:00:00;Produto B;72
2024-04-17 19:00:00;Produto A;14
2024-11-24 04:00:00;Produto B;31
2024-05-15 22:00:00;Produto C;66
2024-02-25 18:00:00;Produto B;68
2024-07-27 04:00:00;Produto B;65
2024-08-28 20:00:00;Produto C;55
2024-04-27 19:00:00;Produto C;84
2024-08-06 00:00:00;Produto C;78
2024-04-02 09:00:00;Produto B;40
2024-05-27 11:00:00;Produto A;25
2024-11-22 21:00:00;Produto B;25
2024-07-01 15:00:00;Produto B;3
2024-05-03 09:00:00;Produto A;69
2024-05-14 10:00:00;Produto C;26
2024-10-11 21:00:00;Produto B;40
2024-10-19 23:00:00;Produto A;38
2024-06-03 20:00:00;Produto C;38
2024-05-22 06:00:00;Produto C;68
2024-03-01 08:00:00;Produto B;7
2024-01-24 18:00:00;Produto C;94
2024-05-01 00:00:00;Produto C;30
2024-04-14 09:00:00;Produto A;19
2024-02-08 05:00:00;Produto A;35
2024-10-17 22:00:00;Produto C;33
2024-11-05 11:00:00;Produto A;33
2024-09-21 00:00:00;Produto C;78
2024-03-10 22:00:00;Produto B;38
2024-01-26 15:00:00;Produto A;10
2024-10-22 06:00:00;Produto C;57
2024-07-16 21:00:00;Produto C;28
2024-05-26 01:00:00;Produto A;78
2024-07-07 17:00:00;Produto A;38
2024-02-17 07:00:00;Produto B;16
2024-12-22 22:00:00;Produto C;21
2024-10-28 02:00:00;Produto B;92
2024-08-03 02:00:00;Produto B;97
2024-01-09 14:00:00;Produto B;6
2024-07-22 03:00:00;Produto A;41
2024-02-24 23:00:00;Produto B;15
2024-02-17 13:00:00;Produto A;3
2024-07-11 19:00:00;Produto A;43
2024-11-03 21:00:00;Produto B;47
2024-04-22 02:00:00;Produto B;99
2024-11-01 03:00:00;Produto C;14
2024-05-15 15:00:00;Produto B;66
2024-12-11 01:00:00;Produto C;29
2024-08-05 05:00:00;Produto B;4
2024-06-20 04:00:00;Produto B;26
2024-05-05 20:00:00;Produto B;12
2024-03-18 09:00:00;Produto B;2
2024-04-26 05:00:00;Produto C;17
2024-06-10 11:00:00;Produto C;35
2024-11-12 21:00:00;Produto B;10
2024-12-04 23:00:00;Produto B;86
2024-09-09 07:00:00;Produto C;43
2024-06-10 18:00:00;Produto A;21
2024-10-25 23:00:00;Produto A;15
2024-10-24 01:00:00;Produto A;35
2024-07-28 05:00:00;Produto C;85
2024-07-16 07:00:00;Produto C;85
2024-04-09 11:00:00;Produto A;85
2024-10-01 06:00:00;Produto A;60
2024-09-01 10:00:00;Produto B;44
2024-04-16 22:00:00;Produto C;96
2024-02-10 15:00:00;Produto C;5
2024-10-27 12:00:00;Produto A;73
2024-02-22 14:00:00;Produto A;18
2024-07-29 07:00:00;Produto C;21
2024-11-03 14:00:00;Produto B;72
2024-09-16 15:00:00;Produto A;98
2024-05-18 15:00:00;Produto C;74
2024-08-22 14:00:00;Produto C;51
2024-04-04 03:00:00;Produto B;41
2024-02-22 09:00:00;Produto B;24
2024-01-20 08:00:00;Produto A;24
2024-05-17 06:00:00;Produto A;96
2024-10-09 06:00:00;Produto A;97
2024-11-05 15:00:00;Produto C;38
2024-02-21 06:00:00;Produto A;44
2024-06-07 13:00:00;Produto C;57
2024-09-24 11:00:00;Produto A;59
2024-08-27 14:00:00;Produto B;34
2024-06-09 16:00:00;Produto B;75
2024-05-10 15:00:00;Produto C;95
2024-10-16 17:00:00;Produto B;82
2024-09-08 10:00:00;Produto C;23
2024-07-10 05:00:00;Produto C;86
2024-03-05 10:00:00;Produto B;43
2024-09-09 17:00:00;Produto C;82
2024-02-15 14:00:00;Produto B;40
2024-04-10 11:00:00;Produto A;47
2024-04-19 01:00:00;Produto A;41
2024-06-21 17:00:00;Produto B;47
2024-04-25 15:00:00;Produto B;20
2024-10-03 04:00:00;Produto B;77
2024-05-11 11:00:00;Produto B;65
2024-06-14 10:00:00;Produto A;68
2024-11-28 04:00:00;Produto C;24
2024-08-13 15:00:00;Produto C;36
2024-06-29 11:00:00;Produto A;45
2024-03-21 22:00:00;Produto C;2
2024-09-08 02:00:00;Produto A;28
2024-12-11 21:00:00;Produto C;26
2024-01-08 23:00:00;Produto B;23
2024-02-05 21:00:00;Produto B;79
2024-10-06 15:00:00;Produto B;36
2024-01-28 01:00:00;Produto A;91
2024-06-21 06:00:00;Produto A;6
2024-11-12 03:00:00;Produto C;35
2024-02-13 04:00:00;Produto C;38
2024-06-21 03:00:00;Produto C;35
2024-03-30 12:00:00;Produto A;74
2024-08-15 09:00:00;Produto C;94
2024-09-10 07:00:00;Produto B;53
2024-04-11 06:00:00;Produto C;38
2024-03-19 07:00:00;Produto B;93
2024-11-10 06:00:00;Produto A;59
2024-03-24 19:00:00;Produto B;43
2024-05-20 13:00:00;Produto B;4
2024-11-02 13:00:00;Produto B;5
2024-02-23 17:00:00;Produto A;68
2024-03-01 07:00:00;Produto A;45
2024-05-13 07:00:00;Produto A;80
2024-09-22 21:00:00;Produto A;25
2024-11-09 10:00:00;Produto C;78
2024-09-09 11:00:00;Produto A;11
2024-05-12 15:00:00;Produto B;29
2024-08-15 14:00:00;Produto A;34
2024-05-14 00:00:00;Produto C;86
2024-05-10 16:00:00;Produto C;14
2024-05-18 06:00:00;Produto C;24
2024-04-25 22:00:00;Produto B;59
2024-11-15 01:00:00;Produto A;39
2024-07-24 00:00:00;Produto A;26
2024-09-20 12:00:00;Produto A;43
2024-09-20 15:00:00;Produto B;36
2024-12-16 17:00:00;Produto B;39
2024-02-02 08:00:00;Produto C;61
2024-08-05 00:00:00;Produto C;16
2024-01-29 15:00:00;Produto A;59
2024-01-23 01:00:00;Produto B;96
2024-07-30 03:00:00;Produto B;6
2024-12-02 16:00:00;Produto A;98
2024-08-17 22:00:00;Produto A;56
2024-03-30 17:00:00;Produto C;8
2024-09-10 22:00:00;Produto C;94
2024-10-17 14:00:00;Produto C;27
2024-07-17 22:00:00;Produto A;71
2024-11-16 12:00:00;Produto A;27
2024-05-09 07:00:00;Produto C;89
2024-04-11 16:00:00;Produto C;46
2024-06-21 07:00:00;Produto B;41
2024-10-23 20:00:00;Produto B;79
2024-08-04 17:00:00;Produto C;25
2024-02-05 04:00:00;Produto C;86
2024-01-19 14:00:00;Produto B;18
2024-06-12 03:00:00;Produto C;12
2024-05-09 13:00:00;Produto B;87
2024-02-21 10:00:00;Produto B;51
2024-10-01 11:00:00;Produto B;39
2024-01-10 10:00:00;Produto A;89
2024-06-21 15:00:00;Produto A;10
2024-10-26 09:00:00;Produto C;94
2024-08-19 14:00:00;Produto B;74
2024-01-08 18:00:00;Produto A;98
2024-04-15 15:00:00;Produto C;77
2024-03-21 12:00:00;Produto C;54
2024-03-25 16:00:00;Produto C;29
2024-02-22 04:00:00;Produto C;41
2024-08-17 13:00:00;Produto C;9
2024-07-30 10:00:00;Produto B;63
2024-03-19 09:00:00;Produto C;77
2024-01-12 05:00:00;Produto B;37
2024-03-08 22:00:00;Produto A;14
2024-07-02 13:00:00;Produto C;73
2024-09-12 19:00:00;Produto A;72
2024-03-06 14:00:00;Produto B;39
2024-03-11 15:00:00;Produto B;40
2024-05-15 18:00:00;Produto A;54
2024-05-15 22:00:00;Produto C;3
2024-03-01 05:00:00;Produto C;55
2024-09-17 23:00:00;Produto A;33
2024-12-16 11:00:00;Produto A;96
2024-01-03 04:00:00;Produto A;71
2024-08-20 02:00:00;Produto C;19
2024-11-11 19:00:00;Produto C;34
2024-03-10 10:00:00;Produto C;78
2024-10-14 13:00:00;Produto A;50
2024-04-26 01:00:00;Produto C;47
2024-01-30 23:00:00;Produto B;46
2024-12-24 05:00:00;Produto A;56
2024-10-12 15:00:00;Produto C;57
2024-04-05 14:00:00;Produto A;83
2024-12-10 07:00:00;Produto B;51
2024-07-05 18:00:00;Produto B;54
2024-01-30 02:00:00;Produto A;90
2024-10-28 19:00:00;Produto A;81
2024-09-03 14:00:00;Produto B;28
2024-01-15 12:00:00;Produto A;19
2024-08-11 22:00:00;Produto B;27
2024-11-23 21:00:00;Produto B;48
2024-01-13 19:00:00;Produto C;19
2024-05-22 08:00:00;Produto A;97
2024-07-19 20:00:00;Produto A;51
2024-05-28 06:00:00;Produto C;7
2024-07-05 14:00:00;Produto B;29
2024-09-29 03:00:00;Produto A;43
2024-07-11 12:00:00;Produto C;69
2024-05-04 09:00:00;Produto C;94
2024-12-04 00:00:00;Produto A;58
2024-12-18 19:00:00;Produto C;8
2024-04-16 03:00:00;Produto B;42
2024-01-15 00:00:00;Produto C;76
2024-05-04 03:00:00;Produto B;42
2024-06-14 08:00:00;Produto B;13
2024-02-07 22:00:00;Produto A;26
2024-03-24 04:00:00;Produto C;18
2024-05-10 09:00:00;Produto B;42
2024-08-14 23:00:00;Produto B;51
2024-09-12 09:00:00;Produto C;84
2024-08-31 18:00:00;Produto B;16
2024-06-24 04:00:00;Produto C;3
2024-11-06 06:00:00;Produto A;91
2024-12-20 23:00:00;Produto B;79
2024-01-14 02:00:00;Produto B;98
2024-02-17 06:00:00;Produto C;45
2024-07-22 04:00:00;Produto C;22
2024-12-03 14:00:00;Produto C;23
2024-12-13 19:00:00;Produto C;59
2024-08-21 00:00:00;Produto B;62
2024-03-12 20:00:00;Produto A;68
2024-05-19 07:00:00;Produto A;54
2024-02-06 22:00:00;Produto A;57
2024-01-31 01:00:00;Produto A;23
2024-11-15 22:00:00;Produto C;60
2024-05-19 21:00:00;Produto B;73
2024-02-06 06:00:00;Produto B;88
2024-10-08 07:00:00;Produto B;85
2024-01-21 17:00:00;Produto C;55
2024-03-14 04:00:00;Produto B;80
2024-02-16 13:00:00;Produto C;63
2024-04-27 20:00:00;Produto B;56
2024-03-09 15:00:00;Produto A;55
2024-10-18 08:00:00;Produto C;25
2024-10-09 03:00:00;Produto B;26
2024-01-06 22:00:00;Produto A;49
2024-04-25 01:00:00;Produto A;63
2024-05-23 03:00:00;Produto A;45
2024-10-02 22:00:00;Produto C;73
2024-10-21 13:00:00;Produto C;79
2024-07-07 00:00:00;Produto B;39
2024-03-18 00:00:00;Produto A;97
2024-04-22 08:00:00;Produto B;65
2024-03-12 13:00:00;Produto B;69
2024-05-08 00:00:00;Produto A;56
2024-04-26 02:00:00;Produto B;9
2024-06-06 23:00:00;Produto C;70
2024-06-10 07:00:00;Produto B;28
2024-03-16 06:00:00;Produto A;45
2024-03-03 16:00:00;Produto C;26
2024-05-17 20:00:00;Produto C;28
2024-10-23 13:00:00;Produto B;40
2024-07-29 08:00:00;Produto B;15
2024-12-10 07:00:00;Produto C;6
2024-03-11 10:00:00;Produto B;27
2024-05-17 15:00:00;Produto A;38
2024-05-09 17:00:00;Produto B;68
2024-11-23 02:00:00;Produto B;75
2024-09-24 08:00:00;Produto C;85
2024-03-03 16:00:00;Produto B;64
2024-06-12 12:00:00;Produto B;30
2024-12-24 23:00:00;Produto B;82
2024-07-05 21:00:00;Produto A;99
2024-12-03 12:00:00;Produto B;3
2024-12-27 20:00:00;Produto A;62
2024-01-08 23:00:00;Produto A;12
2024-12-28 02:00:00;Produto A;91
2024-07-23 21:00:00;Produto A;30
2024-08-30 23:00:00;Produto C;85
2024-06-29 02:00:00;Produto A;38
2024-10-18 15:00:00;Produto B;85
2024-10-30 10:00:00;Produto A;60
2024-03-19 02:00:00;Produto B;38
2024-07-17 11:00:00;Produto A;15
2024-12-18 16:00:00;Produto C;18
2024-02-13 19:00:00;Produto A;52
2024-11-10 02:00:00;Produto A;29
2024-11-04 19:00:00;Produto C;60
2024-09-20 08:00:00;Produto A;21
2024-03-28 17:00:00;Produto B;17
2024-01-13 19:00:00;Produto A;18
2024-11-18 09:00:00;Produto A;57
2024-05-19 23:00:00;Produto A;37
2024-05-12 08:00:00;Produto C;60
2024-02-22 03:00:00;Produto A;38
2024-08-11 14:00:00;Produto A;12
2024-03-04 05:00:00;Produto B;75
2024-09-16 10:00:00;Produto A;84
2024-08-09 01:00:00;Produto A;73
2024-09-01 13:00:00;Produto A;1
2024-11-30 23:00:00;Produto A;58
2024-07-22 19:00:00;Produto B;3
2024-07-27 00:00:00;Produto B;63
2024-03-22 17:00:00;Produto C;21
2024-04-29 07:00:00;Produto A;23
2024-10-02 03:00:00;Produto C;9
2024-07-09 07:00:00;Produto C;83
2024-09-28 09:00:00;Produto A;55
2024-06-15 21:00:00;Produto B;19
2024-01-08 15:00:00;Produto B;62
2024-11-19 03:00:00;Produto A;87
2024-05-19 22:00:00;Produto A;91
2024-10-02 15:00:00;Produto B;91
2024-10-10 05:00:00;Produto A;39
2024-12-29 16:00:00;Produto A;76
2024-11-15 22:00:00;Produto A;27
2024-08-25 10:00:00;Produto B;46
2024-02-23 01:00:00;Produto C;34
2024-10-04 05:00:00;Produto C;33
2024-02-15 16:00:00;Produto A;92
2024-11-29 10:00:00;Produto B;95
2024-06-25 23:00:00;Produto A;96
2024-08-09 10:00:00;Produto B;50
2024-05-19 18:00:00;Produto A;20
2024-01-12 06:00:00;Produto B;40
2024-02-19 10:00:00;Produto B;99
2024-09-19 17:00:00;Produto C;95
2024-04-09 22:00:00;Produto A;58
2024-10-18 11:00:00;Produto C;31
2024-10-31 03:00:00;Produto C;38
2024-06-23 06:00:00;Produto B;86
2024-04-02 22:00:00;Produto A;45
2024-09-28 07:00:00;Produto B;41
2024-01-06 08:00:00;Produto B;9
2024-06-02 00:00:00;Produto B;9
2024-07-17 13:00:00;Produto A;63
2024-06-14 10:00:00;Produto A;79
2024-11-10 09:00:00;Produto B;77
2024-08-19 08:00:00;Produto A;22
2024-01-27 03:00:00;Produto B;16
2024-10-01 13:00:00;Produto A;32
2024-03-26 04:00:00;Produto A;66
2024-04-07 13:00:00;Produto C;90
2024-09-02 04:00:00;Produto B;14
2024-12-07 01:00:00;Produto C;38
2024-01-11 09:00:00;Produto C;98
2024-05-01 21:00:00;Produto B;8
2024-07-29 03:00:00;Produto B;21
2024-02-10 14:00:00;Produto A;56
2024-10-26 16:00:00;Produto B;46
2024-04-21 08:00:00;Produto C;43
2024-10-30 07:00:00;Produto C;92
2024-11-09 19:00:00;Produto B;46
2024-12-26 22:00:00;Produto C;48
2024-03-23 19:00:00;Produto A;70
2024-01-04 18:00:00;Produto C;84
2024-12-29 09:00:00;Produto A;31
2024-06-18 03:00:00;Produto C;33
2024-04-25 13:00:00;Produto A;44
2024-12-15 07:00:00;Produto A;71
2024-11-04 17:00:00;Produto B;8
2024-07-04 00:00:00;Produto A;73
2024-11-02 03:00:00;Produto B;2
2024-02-12 00:00:00;Produto C;17
2024-06-06 15:00:00;Produto C;52
2024-10-03 22:00:00;Produto C;45
2024-06-28 02:00:00;Produto A;37
2024-07-13 12:00:00;Produto C;42
2024-06-27 15:00:00;Produto C;44
2024-03-26 12:00:00;Produto B;81
2024-09-07 09:00:00;Produto B;38
2024-03-12 12:00:00;Produto C;99
2024-01-13 22:00:00;Produto C;94
2024-07-08 02:00:00;Produto A;6
2024-02-22 12:00:00;Produto A;68
2024-06-12 20:00:00;Produto C;51
2024-01-25 08:00:00;Produto B;35
2024-11-13 08:00:00;Produto C;58
2024-12-22 07:00:00;Produto A;57
2024-04-29 10:00:00;Produto B;73
2024-09-02 18:00:00;Produto B;6
2024-03-24 19:00:00;Produto A;13
2024-09-17 11:00:00;Produto C;59
2024-07-24 19:00:00;Produto C;86
2024-06-15 22:00:00;Produto C;92
2024-03-08 17:00:00;Produto A;30
2024-02-07 02:00:00;Produto B;2
2024-09-10 06:00:00;Produto A;58
2024-10-20 04:00:00;Produto C;36
2024-06-14 01:00:00;Produto A;72
2024-04-14 08:00:00;Produto B;45
2024-06-07 14:00:00;Produto A;9
2024-09-11 04:00:00;Produto C;65
2024-03-12 15:00:00;Produto B;77
2024-10-05 14:00:00;Produto A;50
2024-03-07 03:00:00;Produto A;79
2024-10-18 16:00:00;Produto B;32
2024-02-07 08:00:00;Produto B;98
2024-08-19 14:00:00;Produto C;43
2024-12-18 21:00:00;Produto B;95
2024-07-12 15:00:00;Produto C;78
2024-04-11 08:00:00;Produto A;54
2024-06-11 16:00:00;Produto C;47
2024-10-11 21:00:00;Produto A;14
2024-03-01 09:00:00;Produto B;48
2024-07-06 12:00:00;Produto A;55
2024-08-15 06:00:00;Produto B;29
2024-06-20 13:00:00;Produto A;47
2024-03-25 12:00:00;Produto A;63
2024-10-12 05:00:00;Produto A;19
2024-06-05 14:00:00;Produto A;91
2024-09-03 00:00:00;Produto C;9
2024-07-11 16:00:00;Produto A;37
2024-01-07 21:00:00;Produto C;92
2024-07-10 07:00:00;Produto B;52
2024-01-25 13:00:00;Produto B;57
2024-07-07 12:00:00;Produto C;88
2024-04-27 13:00:00;Produto B;28
2024-09-28 05:00:00;Produto B;36
2024-11-16 13:00:00;Produto A;64
2024-01-03 23:00:00;Produto A;18
2024-05-29 04:00:00;Produto A;89
2024-11-27 18:00:00;Produto C;35
2024-01-12 04:00:00;Produto C;68
2024-04-12 14:00:00;Produto B;78
2024-02-12 07:00:00;Produto A;39
2024-11-28 16:00:00;Produto C;90
2024-01-17 22:00:00;Produto C;8
2024-11-03 16:00:00;Produto A;88
2024-09-09 01:00:00;Produto C;80
2024-09-14 01:00:00;Produto A;84
2024-11-28 14:00:00;Produto B;15
2024-02-11 01:00:00;Produto B;7
2024-07-05 21:00:00;Produto B;17
2024-04-19 02:00:00;Produto A;86
2024-09-19 01:00:00;Produto C;86
2024-10-15 16:00:00;Produto B;64
2024-08-11 16:00:00;Produto B;12
2024-07-11 13:00:00;Produto B;82
2024-11-11 06:00:00;Produto C;56
2024-07-13 14:00:00;Produto C;46
2024-11-15 02:00:00;Produto A;47
2024-02-11 19:00:00;Produto B;79
2024-11-08 16:00:00;Produto C;16
2024-04-12 18:00:00;Produto A;69
2024-03-21 19:00:00;Produto B;2
2024-03-09 03:00:00;Produto C;92
2024-12-03 07:00:00;Produto C;54
2024-09-18 01:00:00;Produto A;27
2024-03-19 23:00:00;Produto B;31
2024-09-28 20:00:00;Produto B;41
2024-02-14 17:00:00;Produto C;36
2024-08-04 00:00:00;Produto B;47
2024-04-10 02:00:00;Produto A;43
2024-07-22 23:00:00;Produto C;65
2024-11-01 11:00:00;Produto C;50
2024-03-22 12:00:00;Produto A;93
2024-10-19 15:00:00;Produto C;1
2024-06-11 19:00:00;Produto B;72
2024-02-03 15:00:00;Produto B;57
2024-12-15 02:00:00;Produto C;16
2024-07-20 03:00:00;Produto A;28
2024-07-07 12:00:00;Produto A;86
2024-04-05 04:00:00;Produto B;82
2024-08-09 09:00:00;Produto A;22
2024-02-01 13:00:00;Produto C;41
2024-07-22 15:00:00;Produto C;76
2024-06-09 14:00:00;Produto B;19
2024-05-28 06:00:00;Produto B;89
2024-02-10 01:00:00;Produto B;50
2024-06-09 07:00:00;Produto A;59
2024-10-07 06:00:00;Produto C;69
2024-05-28 23:00:00;Produto C;34
2024-04-10 18:00:00;Produto C;39
2024-06-23 22:00:00;Produto B;74
2024-02-11 17:00:00;Produto C;7
2024-08-06 12:00:00;Produto A;52
2024-10-23 15:00:00;Produto A;60
2024-06-18 10:00:00;Produto C;52
2024-04-28 13:00:00;Produto B;79
2024-08-09 12:00:00;Produto C;24
2024-01-18 14:00:00;Produto A;26
2024-10-06 19:00:00;Produto A;90
2024-06-26 18:00:00;Produto A;90
2024-11-10 13:00:00;Produto C;10
2024-09-20 04:00:00;Produto A;17
2024-04-22 22:00:00;Produto B;78
2024-12-26 04:00:00;Produto C;2
2024-12-02 05:00:00;Produto C;77
2024-03-10 01:00:00;Produto A;27
2024-04-15 21:00:00;Produto A;73
2024-10-08 19:00:00;Produto B;71
2024-05-08 03:00:00;Produto C;48
2024-05-11 20:00:00;Produto A;74
2024-03-26 13:00:00;Produto B;9
2024-12-19 07:00:00;Produto A;86
2024-08-27 01:00:00;Produto C;23
2024-05-14 01:00:00;Produto A;71
2024-03-01 07:00:00;Produto C;73
2024-09-07 09:00:00;Produto A;27
2024-01-26 07:00:00;Produto C;88
2024-07-08 16:00:00;Produto B;93
2024-03-14 12:00:00;Produto C;81
2024-04-21 07:00:00;Produto B;84
2024-09-28 15:00:00;Produto C;71
2024-06-14 02:00:00;Produto B;43
2024-05-12 09:00:00;Produto A;7
2024-06-04 02:00:00;Produto C;92
2024-07-23 10:00:00;Produto A;83
2024-10-29 15:00:00;Produto B;63
2024-07-29 14:00:00;Produto C;84
2024-02-03 16:00:00;Produto C;44
2024-01-31 05:00:00;Produto A;39
2024-11-16 21:00:00;Produto C;40
2024-02-20 16:00:00;Produto C;7
2024-06-17 19:00:00;Produto A;70
2024-04-01 13:00:00;Produto C;25
2024-04-26 22:00:00;Produto A;59
